Ada,Aidat,Balkon Durumu,Balkon Metrekare,Balkon SayÄ±sÄ±,Balkon Sayısı,Balkon Tipi,Banyo Metrekare,Banyo SayÄ±sÄ±,Banyo Sayısı,BinanÄ±n Kat SayÄ±sÄ±,BinanÄ±n YaÅŸÄ±,Binanın Kat Sayısı,Binanın Yaşı,BrÃ¼t Metrekare,Brüt Metrekare,BulunduÄŸu Kat,Bulunduğu Kat,EÅŸya Durumu,Eşya Durumu,Fiyat Durumu,GÃ¶rÃ¼ntÃ¼lÃ¼ Gezilebilir mi?,Görüntülü Gezilebilir mi?,IsÄ±tma Tipi,Isıtma Tipi,Kategorisi,Kira Getirisi,Krediye Uygunluk,KullanÄ±m Durumu,Kullanım Durumu,Net Metrekare,Oda SayÄ±sÄ±,Oda Sayısı,Pafta,Parsel,Salon Metrekare,Site Ä°Ã§erisinde,Site İçerisinde,Takas,Tapu Durumu,Tipi,TÃ¼rÃ¼,Türü,WC Metrekare,WC SayÄ±sÄ±,WC Sayısı,YapÄ± Durumu,YapÄ± Tipi,Yapı Durumu,Yapı Tipi,YatÄ±rÄ±ma Uygunluk,Yatırıma Uygunluk,Zemin Etüdü,Ä°lan GÃ¼ncelleme Tarihi,Ä°lan NumarasÄ±,Ä°lan OluÅŸturma Tarihi,Ä°potek Durumu,İlan Güncelleme Tarihi,İlan Numarası,İlan Oluşturma Tarihi,İpotek Durumu,URL,FİYAT,KONUM
,1 TL,,,,,,,,2,,,2,2,,200 M2,,Çatı Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,160 M2,,4+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,,,Bilinmiyor,,,,,,08 Aralık 2023,14119096,18 Ekim 2023,,https://www.emlakjet.com//ilan/tapari-den-ortaca-bahcelievler-satilik-41-genis-bahceli-daire-14119096/,4.500.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,100 TL,Var,25 M2,,2,Açık Balkon,5 M2,,1,,,4,16-20,,155 M2,,4.Kat,,,Genel Fiyat,,Evet,,Klimalı,Satılık,15000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,145 M2,,4+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,Var,,,,,22 Ekim 2023,14118606,17 Ekim 2023,Yok,https://www.emlakjet.com//ilan/ortaca-merkezde-acil-satilik-41-155m2-luks-daire-14118606/,2.650.000 TL,Muğla - Ortaca - Terzialiler Mh.
,100 TL,Var,,,,,,,2,,,3,2,,140 M2,,1.Kat,,Boş,Genel Fiyat,,Hayır,,Kat Kaloriferi,Satılık,15000 TL,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,135 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,Sıfır,,,,,,,,,17 Ekim 2023,14116796,17 Ekim 2023,,https://www.emlakjet.com//ilan/bayar-gayrimenkul-den-satilik-31-genis-daire-1140-14116796/,3.250.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,3,5-10,,180 M2,,3.Kat,,,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,150 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,17 Ekim 2023,14116303,17 Ekim 2023,,https://www.emlakjet.com//ilan/marmariste-tercih-edilen-konut-bolgesinde-satilik-31-daire-14116303/,11.300.000 TL,Muğla - Marmaris - Armutalan Mh.
,,Var,,,1,Açık Balkon,,,1,,,3,0 (Yeni),,85 M2,,Kot 1 (-1).Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,75 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,1,,,,,,,,,,,,09 Aralık 2023,14116034,17 Ekim 2023,Yok,https://www.emlakjet.com//ilan/21-sifir-yatirimlik-daire-14116034/,2.400.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,2,,,3,2,,160 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,140 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,2,,,İkinci El,,,,,,,,,11 Aralık 2023,14116002,17 Ekim 2023,,https://www.emlakjet.com//ilan/mujgan-emlak-tan-turunc-ta-satilik-luks-daire-14116002/,8.500.000 TL,Muğla - Marmaris - Turunç Mh.
,,,,,,,,,1,,,3,2,,135 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,130 M2,,3+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,17 Ekim 2023,14113356,17 Ekim 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-mahallesi-nde-31-satilik-daire-14113356/,3.100.000 TL,Muğla - Ortaca - Karaburun Mh.
,,Var,,1,,AÃ§Ä±k Balkon,,1,,3,0 (Yeni),,,55 M2,,2.Kat,,BoÅŸ,,Genel Fiyat,,,KlimalÄ±,,SatÄ±lÄ±k,,Krediye Uygun,BoÅŸ,,50 M2,1+1,,,,,HayÄ±r,,,Kat Ä°rtifakÄ±,Daire,Konut,,,1,,SÄ±fÄ±r,Betonarme,,,YatÄ±rÄ±ma Uygun,,,26 KasÄ±m 2023,14112230,16 Ekim 2023,,,,,,https://www.emlakjet.com//ilan/havuzlu-11satilik-daire-ortaca-karaburun-mahallesin-de-14112230/,1.700.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,2,5-10,,60 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,16 Ekim 2023,14109154,16 Ekim 2023,,https://www.emlakjet.com//ilan/toki-de-satilik-11-ara-kat-daire-14109154/,2.180.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,1,,,4,0 (Yeni),,55 M2,,3.Kat,,Boş,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,45 M2,,1+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,16 Ekim 2023,14109147,16 Ekim 2023,,https://www.emlakjet.com//ilan/ortaca-merkezde-11-yerden-isitmali-14109147/,1.600.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,1,,,3,1,,82 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,72 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,16 Ekim 2023,14108074,16 Ekim 2023,,https://www.emlakjet.com//ilan/bahcelievler-de-satilik-zemin-kat-21-daire-14108074/,2.400.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,1,,,4,21 Ve Üzeri,,45 M2,,4.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Kiracı Oturuyor,40 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14107547,16 Ekim 2023,,https://www.emlakjet.com//ilan/denize-50-mt-uzaklikta-daire-14107547/,3.000.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,2,,,3,16-20,,120 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,100 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,28 Kasım 2023,14107544,16 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-yeni-hastaneye-yakin-31-satilik-cati-duble-14107544/,5.900.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,1,,,3,16-20,,75 M2,,Düz Giriş (Zemin),,Eşyalı,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14106994,15 Ekim 2023,,https://www.emlakjet.com//ilan/kemeralti-mahallesi-nde-merkezde-satilik-21-giris-kati-daire-14106994/,4.900.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,2,,,5,2,,100 M2,,5.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,95 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,15 Ekim 2023,14104187,15 Ekim 2023,,https://www.emlakjet.com//ilan/ataturk-bulvarinda-31-dubleks-14104187/,2.800.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,2,,,2,0 (Yeni),,120 M2,,1.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,110 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,14 Ekim 2023,14101263,14 Ekim 2023,,https://www.emlakjet.com//ilan/dugerek-te-ebeveyn-banyolu-31-genis-sifir-daireler-14101263/,3.500.000 TL,Muğla - Menteşe - Düğerek Mh.
,,,,,,,,,2,,,2,0 (Yeni),,130 M2,,2.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,120 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,14 Ekim 2023,14101262,14 Ekim 2023,,https://www.emlakjet.com//ilan/dugerek-de-31-sifir-ebeveyn-banyolu-genis-daireler-14101262/,3.700.000 TL,Muğla - Menteşe - Düğerek Mh.
,,,,,,,,,1,,,3,0 (Yeni),,95 M2,,Düz Giriş (Zemin),,Boş,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,14 Ekim 2023,14101259,14 Ekim 2023,,https://www.emlakjet.com//ilan/insaat-firmasindan-ortaca-da-yerden-isitmali-bahceli-luks-daire-14101259/,3.250.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,1,,,3,0 (Yeni),,100 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,90 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,13 Ekim 2023,14093490,13 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-e-yakin-ortaca-da-satilik-kaloriferli-21-sifir-daire-14093490/,2.350.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,2,,,3,2,,90 M2,,3.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,13 Ekim 2023,14092366,13 Ekim 2023,,https://www.emlakjet.com//ilan/ataturk-mahallesinde-daire-14092366/,4.250.000 TL,Muğla - Ortaca - Atatürk Mh.
,,Yok,,,,,,,1,,,2,5-10,,60 M2,,1.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Evet,,Kat Mülkiyeti,Daire,,Konut,,,,,,İkinci El,Betonarme,,,,,,,,12 Ekim 2023,14091549,12 Ekim 2023,Yok,https://www.emlakjet.com//ilan/toki-de-satilik-11-ara-kat-daire-14091549/,2.180.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,90 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,16 Ekim 2023,14091495,12 Ekim 2023,,https://www.emlakjet.com//ilan/mulk-emlak-satilik-uygun-fiat-21-daire-14091495/,3.900.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,1,,,3,3,,95 M2,,3.Kat,,Eşyalı,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,90 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,06 Aralık 2023,14091215,12 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-akyaka-mahallesinde-satilik-11-dubleks-daire-14091215/,7.535.000 TL,Muğla - Ula - Akyaka Mh.
,,,,,,,,,1,,,4,21 Ve Üzeri,,105 M2,,4.Kat,,Eşyalı,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,96 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,06 Aralık 2023,14091214,12 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-mentese-emirbeyazit-mah-21-dogalgazli-satilik-daire-14091214/,3.000.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,,,,,,,,2,,,3,4,,125 M2,,Düz Giriş (Zemin),,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,120 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,06 Aralık 2023,14091207,12 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-mentese-evlerinde-acil-satilik-31-daire-14091207/,4.950.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,,,,,,,,3,,,4,11-15,,160 M2,,Çatı Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,145 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,06 Aralık 2023,14091206,12 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-marmaris-armutalan-31-satilik-dubleks-daire-14091206/,8.650.000 TL,Muğla - Marmaris - Armutalan Mh.
,,Var,,,,,,,1,,,2,0 (Yeni),,55 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,50 M2,,2+1,,,,,Hayır,,Bilinmiyor,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,12 Ekim 2023,14091078,12 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-mentese-yenikoy-de-21-satilik-daire-14091078/,2.350.000 TL,Muğla - Menteşe - Yeniköy Mh.
,,,,,,,,,2,,,4,21 Ve Üzeri,,135 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Kiracı Oturuyor,125 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,22 Aralık 2023,14090551,12 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-sevgiyolunda-31-duz-daire-14090551/,3.250.000 TL,Muğla - Marmaris - Tepe Mh.
,,Var,,,,,,,2,,,4,5-10,,115 M2,,Düz Giriş (Zemin),,,Genel Fiyat,,Evet,,Kombi Doğalgaz,Satılık,,Bilinmiyor,,Mülk Sahibi Oturuyor,110 M2,,3+1,,,,,Evet,,,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,07 Aralık 2023,14090079,12 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-mentese-camtepe-sitesi-nde-satilik-31-daire-14090079/,4.900.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,Var,,,2,,,,2,,,3,3,,140 M2,,3.Kat,,,Genel Fiyat,,,,Merkezi Doğalgaz,Satılık,15000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,130 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,12 Ekim 2023,14088743,12 Ekim 2023,,https://www.emlakjet.com//ilan/bayar-gayrimenkul-den-satilik-31-luks-daire-1138-14088743/,4.000.000 TL,Muğla - Ortaca - Karaburun Mh.
,,Var,,,2,Kapalı Balkon,,,2,,,3,16-20,,120 M2,,Çatı Dubleks,,Boş,Genel Fiyat,,Evet,,Klimalı,Satılık,15000 TL,Krediye Uygun,,Boş,100 M2,,3+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,16 Kasım 2023,14087066,12 Ekim 2023,Yok,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-yeni-hastaneye-yakin-31-satilik-cati-dubleks-daire-14087066/,5.900.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,2,,,3,5-10,,160 M2,,Bahçe Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,150 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,Bilinmiyor,,,,,,11 Ekim 2023,14085236,11 Ekim 2023,,https://www.emlakjet.com//ilan/barut-gayrimenkul-agaclar-icerisinde-31-bahce-kati-14085236/,4.970.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,2,,,2,0 (Yeni),,125 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,120 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,,,Bilinmiyor,,,,,,11 Ekim 2023,14085234,11 Ekim 2023,,https://www.emlakjet.com//ilan/barut-gayrimenkul-koycegiz-gelisim-mah-31-cati-dubleksi-14085234/,3.900.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,50 TL,Var,,,1,Açık Balkon,,,1,,,5,16-20,,55 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,15000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,50 M2,,1+1,,,,,Hayır,,Arsa Tapulu,Daire,,Konut,,,,,,Sıfır,,,Yatırıma Uygun,,,,,,11 Ekim 2023,14084823,11 Ekim 2023,,https://www.emlakjet.com//ilan/masrafsiz-satilik-daire-14084823/,3.500.000 TL,Muğla - Marmaris - Çıldır Mh.
,,Var,,,1,Açık Balkon,,,2,,,2,0 (Yeni),,130 M2,,2.Kat,,Boş,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,120 M2,,3+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,,,,Sıfır,Betonarme,,,,,,,,11 Ekim 2023,14083201,11 Ekim 2023,Yok,https://www.emlakjet.com//ilan/dugerek-de-31-sifir-ebeveyn-banyolu-genis-daireler-14083201/,3.700.000 TL,Muğla - Menteşe - Düğerek Mh.
,,Var,,,1,Açık Balkon,,,2,,,2,0 (Yeni),,120 M2,,1.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,110 M2,,3+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,,,,Sıfır,Betonarme,,,,,,,,11 Ekim 2023,14083046,11 Ekim 2023,,https://www.emlakjet.com//ilan/dugerek-te-ebeveyn-banyolu-31-genis-sifir-daireler-14083046/,3.500.000 TL,Muğla - Menteşe - Düğerek Mh.
,,Var,,,1,,,,1,,,3,21 Ve Üzeri,,67 M2,,2.Kat,,Boş,Genel Fiyat,,,,Elektrikli Radyatör,Satılık,,Krediye Uygun,,Boş,60 M2,,1+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,İkinci El,,,Yatırıma Uygun,,,,,,16 Aralık 2023,14082831,11 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-deniz-manzarali-satilik-daire-14082831/,6.600.000 TL,Muğla - Marmaris - Tepe Mh.
,,Var,,,2,Açık Balkon,,,1,,,4,16-20,,160 M2,,Çatı Katı,,,Genel Fiyat,,,,Klimalı,Satılık,,Bilinmiyor,,Kiracı Oturuyor,140 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,Betonarme,,,,,,,,05 Aralık 2023,14081564,11 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-kemeralti-mah-onu-acik-satilik-tek-tapuda-2-daire-14081564/,7.750.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,1,,,3,0 (Yeni),,65 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,11 Ekim 2023,14080905,11 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-da-satilik-projeden-daireler-14080905/,1.700.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,3,0 (Yeni),,135 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,11 Kasım 2023,14074686,10 Ekim 2023,,https://www.emlakjet.com//ilan/bayir-da-ara-kat-ferah-sifir-31-daireler-14074686/,3.600.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,2,,,2,0 (Yeni),,145 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,140 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,04 Aralık 2023,14074685,10 Ekim 2023,,https://www.emlakjet.com//ilan/bayir-mahallesinde-140-m-2-kat-31-sifir-daire-14074685/,3.550.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,1,,,2,5-10,,110 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,100 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,10 Ekim 2023,14074164,10 Ekim 2023,,https://www.emlakjet.com//ilan/akyaka-denize-750-metre-mesafede-satilik-daire-14074164/,7.500.000 TL,Muğla - Ula - Akyaka Mh.
,,,,,,,,,1,,,2,11-15,,90 M2,,1.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Bilinmiyor,,Kiracı Oturuyor,85 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,10 Ekim 2023,14074162,10 Ekim 2023,,https://www.emlakjet.com//ilan/akyakada-satilik-azmak-nehrine-yakin-dubleks-daire-14074162/,6.500.000 TL,Muğla - Ula - Akyaka Mh.
,,,,,,,,,2,,,2,5-10,,105 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,95 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,10 Ekim 2023,14074158,10 Ekim 2023,,https://www.emlakjet.com//ilan/gokovada-full-deniz-manzarali-dubleks-daire-14074158/,5.150.000 TL,Muğla - Ula - Gökova Mh.
,,,,,,,,,1,,,3,16-20,,65 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,55 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14074055,10 Ekim 2023,,https://www.emlakjet.com//ilan/marmarisin-en-gozde-konumunda-havuzlu-11-duz-daire-14074055/,3.950.000 TL,Muğla - Marmaris - Armutalan Mh.
,50 TL,Var,,,1,Açık Balkon,,,1,,,4,21 Ve Üzeri,,130 M2,,Düz Giriş (Zemin),,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,6000 TL,Krediye Uygun,,Kiracı Oturuyor,120 M2,,3+1,,,,,Evet,,,Daire,,Konut,,,,,,,,,,,,,,,28 Ekim 2023,14073435,09 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-merkezde-aile-yasamina-uygun-daire-14073435/,3.650.000 TL,Muğla - Menteşe - Orhaniye Mh.
,,,,,,,,,1,,,4,2,,95 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,85 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,09 Ekim 2023,14067532,09 Ekim 2023,,https://www.emlakjet.com//ilan/ortaca-merkez-de-satilik-firsat-21-daire-14067532/,1.930.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,1,,,2,11-15,,100 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Isı Pompası,Satılık,,Krediye Uygun,,Kiracı Oturuyor,80 M2,,2+1,,,,,Evet,Var,Müstakil Tapulu,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,14 Aralık 2023,14058918,07 Ekim 2023,,https://www.emlakjet.com//ilan/mugla-akyaka-ya-cok-yakin-konumda-site-icerisinde-satilik-daire-14058918/,7.500.000 TL,Muğla - Ula - Gökova Mh.
,,,,,,,,,1,,,3,0 (Yeni),,100 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,07 Ekim 2023,14058798,07 Ekim 2023,,https://www.emlakjet.com//ilan/fethiye-ye-yakin-ortaca-cumhuriyet-te-satilik-21-daire-14058798/,2.500.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,Var,,,2,Açık Balkon,,,2,,,3,0 (Yeni),,135 M2,,3.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,14000 TL,Krediye Uygun,,Boş,130 M2,,3+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,Sıfır,Betonarme,,,,,,,,11 Kasım 2023,14057975,06 Ekim 2023,Yok,https://www.emlakjet.com//ilan/bayir-da-ara-kat-ferah-sifir-31-daireler-14057975/,3.600.000 TL,Muğla - Menteşe - Bayır Mh.
,,Var,,,2,,,,2,,,3,0 (Yeni),,140 M2,,3.Kat,,,Genel Fiyat,,,,Isı Pompası,Satılık,15000 TL,Krediye Uygun,,Boş,125 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,22 Aralık 2023,14057774,06 Ekim 2023,,https://www.emlakjet.com//ilan/alem-gayrimenkulden-ortaca-karaburunda-satilik-31-125m2-genis-acik-mutfak-salon-14057774/,3.500.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,80 M2,,Düz Giriş (Zemin),,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,75 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,06 Ekim 2023,14057674,06 Ekim 2023,Yok,https://www.emlakjet.com//ilan/beldibi-nde-bahceli-21-kat-mulkiyetli-daireler-14057674/,3.150.000 TL,Muğla - Marmaris - Beldibi Mh.
